,庭审程序分类
23220,已审理
23221,调解结案
23222,已审理（简易）
23223,已受理/立案
23224,已审理
23225,已审理（简易）
23226,已审理
23227,已受理/立案
23228,上诉
23229,其他/错误
23230,其他撤诉
23231,上诉
23233,已审理（简易）
23234,上诉
23235,调解结案
23236,已审理
23237,已审理（简易）
23238,已审理（简易）
23239,上诉
23240,已审理
23241,已审理（简易）
23242,已审理
23243,上诉
23244,已审理（简易）
23245,其他撤诉
23246,调解结案
23247,已审理
23248,已审理
23249,已审理
23250,已受理/立案
23251,不公开
23252,已审理（简易）
23253,其他/错误
23254,已审理（简易）
23255,已审理（简易）
23256,已审理（简易）
23257,已审理
23258,其他/错误
23259,已审理
23260,已审理
23261,上诉
23262,已审理（简易）
23263,已受理/立案
23264,上诉
23265,已受理/立案
23266,已审理
23267,上诉
23268,已受理/立案
23269,上诉
23270,已受理/立案
23271,已审理（简易）
23272,调解结案
23273,调解结案
23274,已受理/立案
23275,调解结案
23276,上诉
23277,已受理/立案
23278,其他/错误
23279,已审理（简易）
23280,调解结案
23281,上诉
23282,上诉
23283,已审理（简易）
23284,调解结案
23285,已受理/立案
23286,上诉
23287,上诉
23288,其他撤诉
23289,上诉
23290,上诉
23291,已受理/立案
23292,已受理/立案
23293,已审理（简易）
23294,已审理（简易）
23295,已受理/立案
23296,已受理/立案
23297,调解结案
23298,已审理（简易）
23299,已审理（简易）
23300,已审理（简易）
23301,已审理（简易）
23302,已审理（简易）
23303,其他撤诉
23304,已审理
23305,已审理
23306,已审理（简易）
23307,已审理（简易）
23308,已审理（简易）
23309,已审理（简易）
23310,已审理（简易）
23311,已审理
23312,其他撤诉
23313,调解结案
23314,调解结案
23315,缺席审判
23316,已受理/立案
23317,已审理（简易）
23318,已审理（简易）
23319,已审理
23320,已审理
23321,其他撤诉
23322,其他/错误
23323,已审理（简易）
23324,已审理（简易）
23325,其他/错误
23326,其他撤诉
23327,其他撤诉
23328,已审理
23329,其他/错误
23330,已受理/立案
23331,其他撤诉
23332,已审理（简易）
23333,已审理（简易）
23334,其他/错误
23335,调解结案
23336,已受理/立案
23337,其他撤诉
23338,已审理（简易）
23339,其他撤诉
23341,已审理（简易）
23342,上诉
23343,已审理
23345,调解结案
23346,调解结案
23347,调解结案
23348,调解结案
23349,调解结案
23350,已审理（简易）
23351,已审理（简易）
23352,其他撤诉
23353,已审理（简易）
23354,已受理/立案
23355,已受理/立案
23356,调解结案
23357,调解结案
23358,已审理（简易转普通）
23359,已受理/立案
23360,其他/错误
23361,已审理
23362,申请财产保全
23363,已受理/立案
23364,调解结案
23365,已审理
23366,已审理（简易）
23367,已审理
23368,已审理
23369,已审理（简易）
23370,已审理（简易）
23371,不公开
23372,调解撤诉
23373,上诉
23374,已审理
23375,已审理（简易）
23376,要求再审
23377,已审理（简易）
23378,已受理/立案
23379,要求再审
23380,已审理
23381,调解结案
23382,已受理/立案
23383,已受理/立案
23384,其他/错误
23385,其他/错误
23386,上诉
23387,上诉
23388,已审理
23389,已审理（简易）
23390,上诉
23391,已审理（简易）
23392,上诉
23393,上诉
23394,申请财产保全
23395,其他/错误
23396,上诉
23397,已受理/立案
23398,已审理
23399,已审理
23400,上诉
23401,已审理（简易）
23402,已审理（简易）
23403,上诉
23404,已审理（简易）
23405,其他撤诉
23406,已审理（简易）
23407,其他/错误
23408,已审理（简易）
23409,已审理
23410,已审理
23411,已审理
23412,其他撤诉
23413,其他撤诉
23414,已审理（简易）
23415,调解结案
23416,已审理（简易）
23417,已审理（简易）
23418,已受理/立案
23419,已受理/立案
23420,已审理（简易）
23421,其他/错误
23422,上诉
23425,其他/错误
23426,已审理（简易）
23428,其他/错误
23429,已审理（简易）
23430,已审理（简易）
23431,已审理
23432,其他撤诉
23435,上诉
23436,已审理
23437,上诉
23438,已审理
23439,已审理（简易）
23440,其他/错误
23441,上诉
23442,其他/错误
23443,已审理
23444,已审理
23445,其他/错误
23446,已受理/立案
23447,已审理（简易）
23448,已审理（简易）
23449,已审理
23450,上诉
23451,上诉
23452,已审理
23453,调解结案
23454,其他/错误
23455,调解结案
23458,其他/错误
23459,其他撤诉
23460,不公开
23461,不公开
23462,已受理/立案
23463,已审理（简易）
23464,已审理（简易）
23465,调解结案
23466,已受理/立案
23467,其他/错误
23468,上诉
23469,已审理
23470,已审理（简易）
23471,已审理（简易）
23472,已审理（简易）
23473,其他/错误
23474,已审理
23475,已审理
23476,已审理（简易）
23477,其他/错误
23478,要求再审
23479,上诉
23480,已审理（简易）
23481,已审理（简易）
23482,其他撤诉
23483,调解结案
23484,其他撤诉
23485,其他/错误
23486,其他/错误
23487,已审理（简易）
23488,已受理/立案
23489,已受理/立案
23490,上诉
23491,上诉
23492,上诉
23493,已审理（简易）
23494,上诉
23495,申请财产保全
23496,其他撤诉
23497,要求再审
23498,其他撤诉
23499,已受理/立案
23500,已审理（简易）
23501,其他/错误
23502,已审理
23503,已审理（简易）
23504,已审理（简易）
23505,其他撤诉
23506,已审理（简易）
23507,已审理（简易）
23508,上诉
23509,其他/错误
23510,已审理（简易）
23511,已审理
23512,已审理（简易）
23513,已审理（简易）
23514,已审理（简易）
23515,要求再审
23516,已受理/立案
23517,已审理（简易）
23518,已审理（简易）
23519,已审理（简易）
23520,要求再审
23521,已审理（简易）
23522,上诉
23523,上诉
23524,上诉
23525,上诉
23526,已审理（简易）
23527,调解结案
23528,调解结案
23529,调解结案
23530,已审理（简易）
23531,已审理（简易）
23532,已审理（简易）
23533,已审理（简易）
23534,上诉
23535,上诉
23536,已审理（简易）
23537,不公开
23538,已审理（简易）
23539,已审理
23540,上诉
23541,其他撤诉
23542,追加被告
23543,已审理（简易）
23544,已审理（简易）
23545,调解结案
23546,上诉
23547,已审理（简易）
23548,上诉
23549,上诉
23550,上诉
23551,已审理（简易）
23552,已审理
23553,已受理/立案
23554,其他撤诉
23555,其他撤诉
23557,其他撤诉
23558,已受理/立案
23559,已受理/立案
23560,已审理（简易）
23561,上诉
23562,其他/错误
23563,其他撤诉
23564,其他撤诉
23565,其他/错误
23566,要求再审
23567,已审理（简易）
23568,调解结案
23569,已审理
23570,上诉
23571,已审理（简易）
23572,上诉
23573,已受理/立案
23574,已审理（简易）
23575,已审理
23576,已受理/立案
23577,调解结案
23578,其他/错误
23579,已受理/立案
23580,调解结案
23581,调解结案
23582,调解结案
23583,上诉
23584,已审理（简易）
23585,其他撤诉
23586,已审理（简易）
23587,已审理
23588,已审理（简易）
23589,已审理（简易）
23590,已审理（简易）
23591,其他撤诉
23592,调解结案
23593,申请财产保全
23594,申请财产保全
23595,申请财产保全
23596,已审理（简易）
23597,调解结案
23598,调解结案
23599,上诉
23600,已审理（简易）
23602,已审理
23604,上诉
23605,其他撤诉
23606,上诉
23607,上诉
23608,已审理（简易）
23609,其他/错误
23610,其他/错误
23611,已审理（简易）
23612,已审理（简易）
23613,已审理（简易）
23615,其他撤诉
23616,已审理
23617,已审理
23618,缺席审判
23619,已审理（简易）
23620,已审理（简易）
23621,上诉
23622,上诉
23623,已审理（简易）
23624,调解结案
23625,未交费
23626,其他撤诉
23627,已审理（简易）
23628,已审理（简易）
23629,已审理（简易）
23630,已审理（简易）
23631,已受理/立案
23632,已审理（简易）
23633,已审理（简易）
23634,已审理
23635,上诉
23636,上诉
23637,其他/错误
23638,其他/错误
23639,上诉
23640,已审理（简易）
23641,已审理（简易）
23642,调解结案
23643,上诉
23644,已审理
23645,已审理（简易）
23646,已审理（简易）
23647,上诉
23648,上诉
23649,上诉
23650,已审理
23651,已审理（简易）
23652,已审理
23653,其他/错误
23654,缺席审判
23655,已审理（简易）
23656,已受理/立案
23657,已审理（简易）
23658,上诉
23659,上诉
23661,已审理
23662,上诉
23663,已审理（简易）
23664,上诉
23665,已审理
23666,上诉
23667,已审理（简易）
23668,已审理
23669,已审理（简易）
23670,上诉
23671,上诉
23672,上诉
23673,已审理（简易）
23674,上诉
23675,其他/错误
23676,已审理
23677,已审理（简易）
23678,已审理（简易）
23679,已审理（简易）
23680,已审理（简易）
23681,已受理/立案
23682,已审理（简易转普通）
23683,上诉
23684,已审理（简易）
23685,上诉
23686,已受理/立案
23687,其他/错误
23688,已受理/立案
23689,上诉
23690,已审理
23691,已审理（简易）
23692,已审理（简易）
23693,其他撤诉
23694,已审理（简易）
23695,上诉
23696,已审理（简易）
23697,已审理（简易）
23698,已审理（简易）
23699,已审理（简易）
23700,已审理（简易）
23701,已审理（简易）
23702,上诉
23703,已审理（简易）
23704,上诉
23705,其他/错误
23706,上诉
23707,已审理（简易）
23708,已审理
23709,已审理（简易）
23710,其他/错误
23711,已审理（简易）
23712,上诉
23713,上诉
23714,已审理（简易）
23715,已审理（简易）
23716,已审理（简易）
23717,调解结案
23718,已审理（简易）
23719,不公开
23720,已审理
23721,已审理
23722,已审理（简易）
23723,已审理（简易）
23724,已受理/立案
23725,已审理（简易）
23726,已审理
23727,其他/错误
23728,已审理（简易）
23729,其他/错误
23730,已受理/立案
23731,已审理（简易）
23732,不公开
23733,调解结案
23734,调解结案
23735,上诉
23736,已审理
23737,其他/错误
